"PVWatts: Hourly PV Performance Data"
"Requested Location:","new york"
"Location:","Lat, Lng: 40.73, -74.02"
"Lat (deg N):","40.73"
"Lng (deg W):","74.02"
"Elev (m):","0"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","13","18","0","0","14","4","0","14","0","0"
"10","13","19","0","0","13","5","0","13","0","0"
"10","13","20","0","0","12","5","0","12","0","0"
"10","13","21","0","0","10","5","0","10","0","0"
"10","13","22","0","0","10","5","0","10","0","0"
"10","13","23","0","0","9","4","0","9","0","0"
"10","14","0","0","0","8","4","0","8","0","0"
"10","14","1","0","0","8","5","0","8","0","0"
"10","14","2","0","0","7","4","0","7","0","0"
"10","14","3","0","0","7","4","0","7","0","0"
"10","14","4","0","0","7","5","0","7","0","0"
"10","14","5","0","0","6","4","0","6","0","0"
"10","14","6","278","21","7","4","74.627","7.007","212.441","188.003"
"10","14","7","663","53","9","5","311.567","13.833","1020.89","977.279"
"10","14","8","817","67","11","4","550.371","22.255","1860.027","1790.087"
"10","14","9","890","75","12","4","738.612","27.799","2482.372","2388.68"
"10","14","10","935","76","14","4","870.126","32.927","2869.946","2759.642"
"10","14","11","946","78","15","3","923.297","37.294","2984.633","2869.146"
"10","14","12","938","78","16","2","898.246","40.642","2853.594","2744.019"
"10","14","13","914","73","17","1","797.596","43.154","2492.615","2398.502"
"10","14","14","855","68","17","0","628.248","43.608","1933.869","1861.3"
"10","14","15","744","57","16","0","409.057","34.609","1261.657","1211.161"
"10","14","16","498","34","15","0","160.043","23.187","449.71","420.275"
"10","14","17","0","0","13","0","0","13","0","0"
"10","14","18","0","0","12","0","0","12","0","0"
"10","14","19","0","0","11","0","0","11","0","0"
"10","14","20","0","0","10","1","0","10","0","0"
"10","14","21","0","0","9","1","0","9","0","0"
"10","14","22","0","0","8","1","0","8","0","0"
"10","14","23","0","0","7","2","0","7","0","0"
"10","15","0","0","0","7","1","0","7","0","0"
"10","15","1","0","0","6","1","0","6","0","0"
"10","15","2","0","0","6","1","0","6","0","0"
"10","15","3","0","0","6","1","0","6","0","0"
"10","15","4","0","0","5","1","0","5","0","0"
"10","15","5","0","0","5","2","0","5","0","0"
"10","15","6","299","18","6","1","74.314","5.822","207.354","183.017"
"10","15","7","668","49","9","1","307.997","17.062","992.034","949.211"
"10","15","8","812","65","12","1","543.571","28.506","1782.822","1715.578"
"10","15","9","881","74","15","0","728.791","43.363","2267.345","2182.267"
"10","15","10","920","78","16","0","857.485","49.242","2602.734","2504.032"
"10","15","11","928","82","17","1","909.432","46.085","2810.7","2703.026"
"10","15","12","919","82","17","1","883.702","45.581","2736.807","2632.367"
"10","15","13","897","76","18","1","784.929","43.68","2446.002","2353.796"
"10","15","14","838","70","17","2","620.542","34.207","2002.151","1927.104"
"10","15","15","724","58","16","2","398.676","26.965","1274.92","1224.029"
"10","15","16","474","34","14","2","154.147","17.672","445.035","415.703"
"10","15","17","0","0","12","2","0","12","0","0"
"10","15","18","0","0","11","3","0","11","0","0"
"10","15","19","0","0","11","3","0","11","0","0"
"10","15","20","0","0","10","3","0","10","0","0"
"10","15","21","0","0","9","3","0","9","0","0"
"10","15","22","0","0","9","3","0","9","0","0"
"10","15","23","0","0","9","3","0","9","0","0"
"10","16","0","0","0","8","3","0","8","0","0"
"10","16","1","0","0","8","3","0","8","0","0"
"10","16","2","0","0","8","3","0","8","0","0"
"10","16","3","0","0","9","3","0","9","0","0"
"10","16","4","0","0","8","3","0","8","0","0"
"10","16","5","0","0","8","3","0","8","0","0"
"10","16","6","163","20","10","3","54.413","9.519","162.481","139.029"
"10","16","7","490","67","12","4","262.141","16.361","859.052","819.765"
"10","16","8","622","99","14","4","474.115","23.466","1597.911","1536.898"
"10","16","9","348","208","16","5","484.722","24.939","1657.028","1594.058"
"10","16","10","281","267","18","4","533.443","29.18","1794.357","1726.714"
"10","16","11","168","301","19","4","475.26","29.025","1601.424","1540.296"
"10","16","12","209","289","20","4","493.124","30.285","1651.001","1588.232"
"10","16","13","665","143","21","4","687.728","35.445","2235.761","2151.911"
"10","16","14","118","193","21","4","282.724","27.196","955.952","914.104"
"10","16","15","476","94","20","4","323.603","26.241","1050.454","1006.026"
"10","16","16","235","45","19","4","108.941","20.628","331.52","304.639"
"10","16","17","0","0","17","4","0","17","0","0"
"10","16","18","0","0","17","5","0","17","0","0"
"10","16","19","0","0","16","5","0","16","0","0"
"10","16","20","0","0","16","5","0","16","0","0"
"10","16","21","0","0","16","5","0","16","0","0"
"10","16","22","0","0","15","4","0","15","0","0"
"10","16","23","0","0","15","4","0","15","0","0"
"10","17","0","0","0","15","4","0","15","0","0"
"10","17","1","0","0","15","4","0","15","0","0"
"10","17","2","0","0","14","4","0","14","0","0"
"10","17","3","0","0","14","4","0","14","0","0"
"10","17","4","0","0","13","3","0","13","0","0"
"10","17","5","0","0","13","3","0","13","0","0"
"10","17","6","102","18","14","3","40.394","13.24","123.023","100.332"
"10","17","7","455","68","16","2","249.545","21.045","801.836","764.02"
"10","17","8","635","92","18","2","472.485","29.675","1544.761","1485.481"
"10","17","9","363","203","21","2","489.259","33.781","1602.568","1541.403"
"10","17","10","781","108","23","2","778.453","43.104","2439.813","2347.86"
"10","17","11","792","113","24","2","828.26","46.132","2559.107","2462.237"
"10","17","12","173","287","25","2","460.089","38.071","1482.708","1425.417"
"10","17","13","187","250","24","2","414.953","34.8","1356.997","1303.626"
"10","17","14","67","184","24","2","233.006","29.915","779.044","741.805"
"10","17","15","490","85","23","2","320.916","30.637","1017.309","973.795"
"10","17","16","211","43","21","3","100.817","22.69","305.085","278.758"
"10","17","17","0","0","19","3","0","19","0","0"
"10","17","18","0","0","19","3","0","19","0","0"
"10","17","19","0","0","18","3","0","18","0","0"
"10","17","20","0","0","17","3","0","17","0","0"
"10","17","21","0","0","17","3","0","17","0","0"
"10","17","22","0","0","17","3","0","17","0","0"
"10","17","23","0","0","16","3","0","16","0","0"
"10","18","0","0","0","16","3","0","16","0","0"
"10","18","1","0","0","15","3","0","15","0","0"
"10","18","2","0","0","15","3","0","15","0","0"
"10","18","3","0","0","15","3","0","15","0","0"
"10","18","4","0","0","14","3","0","14","0","0"
"10","18","5","0","0","14","3","0","14","0","0"
"10","18","6","155","16","15","3","48.51","14.459","139.493","116.487"
"10","18","7","532","55","18","3","262.92","22.838","829.086","790.573"
"10","18","8","703","74","20","3","487.369","30.693","1581.809","1521.324"
"10","18","9","789","84","22","3","672.473","37.487","2154.797","2074.056"
"10","18","10","852","83","24","3","799.908","42.761","2510.704","2415.845"
"10","18","11","868","86","25","4","853.904","43.436","2674.913","2573.143"
"10","18","12","860","86","25","4","829.785","43.041","2603.012","2504.298"
"10","18","13","796","95","25","5","726.158","39.259","2313.73","2226.83"
"10","18","14","720","88","25","5","560.884","35.916","1794.14","1726.504"
"10","18","15","576","72","24","5","343.369","30.427","1082.772","1037.442"
"10","18","16","276","38","22","5","109.21","23.472","318.951","292.334"
"10","18","17","0","0","20","5","0","20","0","0"
"10","18","18","0","0","19","5","0","19","0","0"
"10","18","19","0","0","19","5","0","19","0","0"
"10","18","20","0","0","18","5","0","18","0","0"
"10","18","21","0","0","18","5","0","18","0","0"
"10","18","22","0","0","18","5","0","18","0","0"
"10","18","23","0","0","18","4","0","18","0","0"
"10","19","0","0","0","18","4","0","18","0","0"
"10","19","1","0","0","18","4","0","18","0","0"
"10","19","2","0","0","18","4","0","18","0","0"
"10","19","3","0","0","17","4","0","17","0","0"
"10","19","4","0","0","17","3","0","17","0","0"
"10","19","5","0","0","17","3","0","17","0","0"
"10","19","6","62","15","18","3","27.666","17.013","84.617","62.655"
"10","19","7","373","74","20","2","223.235","24.336","710.974","675.43"
"10","19","8","551","107","22","2","439.083","32.693","1416.5","1361.292"
"10","19","9","651","124","24","1","619.774","42.926","1933.622","1861.062"
"10","19","10","780","103","25","1","767.616","48.767","2335.273","2247.52"
"10","19","11","808","102","26","1","824.631","51.843","2471.438","2378.195"
"10","19","12","815","97","26","1","808.118","51.609","2423.427","2332.139"
"10","19","13","793","91","27","1","716.699","49.993","2159.583","2078.66"
"10","19","14","739","79","26","1","558.242","44.244","1710.31","1645.547"
"10","19","15","621","62","25","1","350.114","36.549","1066.742","1021.86"
"10","19","16","350","32","22","1","119.301","25.476","334.625","307.679"
"10","19","17","0","0","20","1","0","20","0","0"
"10","19","18","0","0","18","2","0","18","0","0"
"10","19","19","0","0","18","2","0","18","0","0"
"10","19","20","0","0","17","3","0","17","0","0"
"10","19","21","0","0","16","3","0","16","0","0"
"10","19","22","0","0","16","3","0","16","0","0"
"10","19","23","0","0","15","3","0","15","0","0"
"10","20","0","0","0","15","3","0","15","0","0"
"10","20","1","0","0","14","3","0","14","0","0"
"10","20","2","0","0","14","3","0","14","0","0"
"10","20","3","0","0","13","4","0","13","0","0"
"10","20","4","0","0","13","4","0","13","0","0"
"10","20","5","0","0","13","4","0","13","0","0"
"10","20","6","0","6","14","4","5.673","12.554","20.638","0"
"10","20","7","0","60","16","4","57.85","15.764","207.448","183.11"
"10","20","8","356","136","18","5","358.226","23.813","1212.118","1163.083"
"10","20","9","127","224","19","5","334.193","24.848","1145.689","1098.576"
"10","20","10","83","263","20","5","344.41","26.021","1176.981","1128.967"
"10","20","11","94","284","20","5","380.439","26.74","1296.1","1244.574"
"10","20","12","90","276","20","5","366.511","26.527","1249.729","1199.586"
"10","20","13","0","114","20","4","109.459","21.745","381.945","353.99"
"10","20","14","0","117","20","4","113.432","21.288","396.645","368.373"
"10","20","15","0","68","19","4","65.168","19.214","230.059","205.268"
"10","20","16","0","17","18","4","16.101","17.002","57.417","35.962"
"10","20","17","0","0","18","4","0","18","0","0"
"10","20","18","0","0","17","3","0","17","0","0"
"10","20","19","0","0","17","3","0","17","0","0"
"10","20","20","0","0","17","3","0","17","0","0"
"10","20","21","0","0","17","3","0","17","0","0"
"10","20","22","0","0","18","3","0","18","0","0"
"10","20","23","0","0","18","3","0","18","0","0"
"10","21","0","0","0","17","3","0","17","0","0"
"10","21","1","0","0","17","3","0","17","0","0"
"10","21","2","0","0","16","2","0","16","0","0"
"10","21","3","0","0","16","2","0","16","0","0"
"10","21","4","0","0","16","2","0","16","0","0"
"10","21","5","0","0","16","2","0","16","0","0"
"10","21","6","145","14","17","2","44.473","16.291","126.164","103.414"
"10","21","7","0","36","18","2","34.136","17.187","121.628","98.965"
"10","21","8","0","104","19","2","100.804","20.012","354.565","327.196"
"10","21","9","0","146","21","2","142.394","23.416","493.024","462.62"
"10","21","10","0","24","22","3","22.778","21.367","79.621","57.752"
"10","21","11","0","58","23","3","55.121","22.864","191.343","167.324"
"10","21","12","0","145","23","3","140.394","24.995","482.515","452.348"
"10","21","13","154","241","23","2","378.906","31.862","1257.02","1206.661"
"10","21","14","733","75","22","2","545.254","35.917","1740.463","1674.674"
"10","21","15","611","59","21","1","338.632","32.196","1051.095","1006.649"
"10","21","16","315","31","20","1","108.889","23.054","309.45","283.032"
"10","21","17","0","0","18","0","0","18","0","0"
"10","21","18","0","0","18","0","0","18","0","0"
"10","21","19","0","0","17","0","0","17","0","0"
"10","21","20","0","0","17","0","0","17","0","0"
"10","21","21","0","0","17","1","0","17","0","0"
"10","21","22","0","0","16","1","0","16","0","0"
"10","21","23","0","0","15","1","0","15","0","0"
"10","22","0","0","0","14","2","0","14","0","0"
"10","22","1","0","0","12","4","0","12","0","0"
"10","22","2","0","0","10","6","0","10","0","0"
"10","22","3","0","0","9","7","0","9","0","0"
"10","22","4","0","0","8","7","0","8","0","0"
"10","22","5","0","0","8","7","0","8","0","0"
"10","22","6","0","1","7","7","0.944","5.853","3.538","0"
"10","22","7","0","11","7","8","10.408","6.093","38.949","17.834"
"10","22","8","82","153","7","8","204.534","8.974","749.355","712.861"
"10","22","9","0","94","8","8","89.703","8.456","332.264","305.368"
"10","22","10","55","247","9","8","303.713","12.529","1104.231","1058.297"
"10","22","11","0","102","10","9","97.339","10.608","357.161","329.738"
"10","22","12","0","167","11","9","162.966","12.358","593.358","560.642"
"10","22","13","0","68","10","9","64.612","10.05","237.662","212.717"
"10","22","14","46","168","10","9","202.688","11.871","736.912","700.728"
"10","22","15","30","102","9","9","118.186","9.81","431.142","402.116"
"10","22","16","0","29","9","8","28.127","8.474","104.175","81.843"
"10","22","17","0","0","9","8","0","9","0","0"
"10","22","18","0","0","9","8","0","9","0","0"
"10","22","19","0","0","9","8","0","9","0","0"
"10","22","20","0","0","8","8","0","8","0","0"
"10","22","21","0","0","8","8","0","8","0","0"
"10","22","22","0","0","8","8","0","8","0","0"
"10","22","23","0","0","8","8","0","8","0","0"
"10","23","0","0","0","7","7","0","7","0","0"
"10","23","1","0","0","7","7","0","7","0","0"
"10","23","2","0","0","7","7","0","7","0","0"
"10","23","3","0","0","6","7","0","6","0","0"
"10","23","4","0","0","6","7","0","6","0","0"
"10","23","5","0","0","6","7","0","6","0","0"
"10","23","6","159","13","6","7","45.663","5.567","133.398","110.509"
"10","23","7","601","50","8","7","276.844","11.352","909.695","869.08"
"10","23","8","772","67","10","7","509.421","17.36","1753.656","1687.416"
"10","23","9","854","76","12","7","698.697","22.67","2401.024","2310.641"
"10","23","10","442","214","13","7","609.916","22.457","2115.247","2036.002"
"10","23","11","915","80","14","7","873.316","27.598","2957.098","2842.866"
"10","23","12","99","269","15","7","366.255","20.749","1282.816","1231.689"
"10","23","13","848","85","16","7","740.372","27.225","2498.858","2404.488"
"10","23","14","355","153","16","7","388.258","21.97","1333.318","1280.668"
"10","23","15","644","60","15","6","350.107","20.491","1145.102","1098.006"
"10","23","16","314","30","14","5","106.612","15.311","312.402","285.923"
"10","23","17","0","0","13","5","0","13","0","0"
"10","23","18","0","0","12","4","0","12","0","0"
"10","23","19","0","0","11","4","0","11","0","0"
"10","23","20","0","0","10","4","0","10","0","0"
"10","23","21","0","0","10","4","0","10","0","0"
"10","23","22","0","0","10","4","0","10","0","0"
"10","23","23","0","0","10","4","0","10","0","0"
"10","24","0","0","0","10","4","0","10","0","0"
"10","24","1","0","0","11","5","0","11","0","0"
"10","24","2","0","0","11","5","0","11","0","0"
"10","24","3","0","0","10","5","0","10","0","0"
"10","24","4","0","0","9","5","0","9","0","0"
"10","24","5","0","0","9","5","0","9","0","0"
"10","24","6","64","11","9","5","25.477","8.251","79.384","57.52"
"10","24","7","503","58","10","5","249.964","13.549","819.561","781.292"
"10","24","8","720","76","12","5","491.114","20.664","1666.47","1603.184"
"10","24","9","10","172","13","5","177.093","15.919","634.284","600.599"
"10","24","10","269","254","14","6","505.067","21.935","1757.074","1690.717"
"10","24","11","0","66","15","6","62.734","15.569","225.16","200.468"
"10","24","12","835","107","15","6","822.962","28.38","2774.295","2668.22"
"10","24","13","307","216","15","6","472.846","23.222","1631.443","1569.324"
"10","24","14","794","72","15","6","571.674","24.503","1924.209","1851.986"
"10","24","15","663","57","14","7","351.187","19.171","1152.41","1105.104"
"10","24","16","352","27","12","7","111.585","13.054","324.968","298.225"
"10","24","17","0","0","11","6","0","11","0","0"
"10","24","18","0","0","9","6","0","9","0","0"
"10","24","19","0","0","9","6","0","9","0","0"
"10","24","20","0","0","8","6","0","8","0","0"
"10","24","21","0","0","7","5","0","7","0","0"
"10","24","22","0","0","7","5","0","7","0","0"
"10","24","23","0","0","7","5","0","7","0","0"
"10","25","0","0","0","7","5","0","7","0","0"
"10","25","1","0","0","6","5","0","6","0","0"
"10","25","2","0","0","6","5","0","6","0","0"
"10","25","3","0","0","6","5","0","6","0","0"
"10","25","4","0","0","6","5","0","6","0","0"
"10","25","5","0","0","5","5","0","5","0","0"
"10","25","6","0","5","5","5","4.727","3.815","17.862","0"
"10","25","7","6","70","7","5","71.375","6.968","265.03","239.53"
"10","25","8","29","137","8","6","157.761","9.608","579.026","546.647"
"10","25","9","0","133","9","6","129.343","10.228","475.388","445.381"
"10","25","10","10","196","10","6","201.897","12.482","734.551","698.425"
"10","25","11","18","220","10","6","233.839","13.143","848.271","809.264"
"10","25","12","25","224","11","6","243.909","14.372","879.834","840.005"
"10","25","13","846","89","11","6","738.066","23.096","2538.875","2442.848"
"10","25","14","786","77","10","6","570.029","19.78","1960.684","1887.147"
"10","25","15","661","58","10","6","351.223","15.702","1170.111","1122.296"
"10","25","16","333","27","9","6","107.727","10.101","319.417","292.791"
"10","25","17","0","0","7","6","0","7","0","0"
"10","25","18","0","0","7","6","0","7","0","0"
"10","25","19","0","0","6","6","0","6","0","0"
"10","25","20","0","0","5","5","0","5","0","0"
"10","25","21","0","0","5","5","0","5","0","0"
"10","25","22","0","0","4","5","0","4","0","0"
"10","25","23","0","0","4","5","0","4","0","0"
"10","26","0","0","0","3","5","0","3","0","0"
"10","26","1","0","0","3","5","0","3","0","0"
"10","26","2","0","0","3","5","0","3","0","0"
"10","26","3","0","0","3","5","0","3","0","0"
"10","26","4","0","0","2","5","0","2","0","0"
"10","26","5","0","0","2","5","0","2","0","0"
"10","26","6","0","0","2","5","0","2","0","0"
"10","26","7","639","45","4","5","279.222","8.039","923.052","882.084"
"10","26","8","810","61","6","5","517.549","15.196","1794.741","1727.084"
"10","26","9","887","71","7","5","704.289","20.24","2445.063","2352.896"
"10","26","10","935","73","8","4","834.431","26.273","2837.062","2728.222"
"10","26","11","946","76","9","4","885.958","28.61","2984.37","2868.894"
"10","26","12","603","161","10","4","692.847","25.557","2367.784","2278.736"
"10","26","13","511","165","10","3","573.541","23.936","1968.413","1894.596"
"10","26","14","452","129","10","3","424.855","20.097","1466.65","1409.868"
"10","26","15","351","86","9","3","249.615","14.482","851.864","812.763"
"10","26","16","154","27","7","2","69.387","7.732","221.959","197.331"
"10","26","17","0","0","5","2","0","5","0","0"
"10","26","18","0","0","4","3","0","4","0","0"
"10","26","19","0","0","4","3","0","4","0","0"
"10","26","20","0","0","4","3","0","4","0","0"
"10","26","21","0","0","4","3","0","4","0","0"
"10","26","22","0","0","4","3","0","4","0","0"
"10","26","23","0","0","4","3","0","4","0","0"
"10","27","0","0","0","4","3","0","4","0","0"
"10","27","1","0","0","4","3","0","4","0","0"
"10","27","2","0","0","4","3","0","4","0","0"
"10","27","3","0","0","4","3","0","4","0","0"
"10","27","4","0","0","4","3","0","4","0","0"
"10","27","5","0","0","4","3","0","4","0","0"
"10","27","6","0","0","4","3","0","4","0","0"
"10","27","7","0","26","4","4","24.635","2.858","93.475","71.346"
"10","27","8","0","58","5","4","55.061","4.604","207.372","183.036"
"10","27","9","0","63","5","4","59.836","4.779","225.188","200.494"
"10","27","10","0","37","6","5","35.124","5.336","131.871","109.011"
"10","27","11","0","68","6","5","64.633","5.878","242.095","217.061"
"10","27","12","0","62","7","5","58.912","6.822","219.768","195.184"
"10","27","13","0","45","8","6","42.717","7.554","158.846","135.464"
"10","27","14","0","15","8","6","14.211","7.028","52.966","31.593"
"10","27","15","0","8","9","6","7.569","7.881","28.106","7.19"
"10","27","16","0","1","9","7","0.944","7.875","3.507","0"
"10","27","17","0","0","10","7","0","10","0","0"
"10","27","18","0","0","10","6","0","10","0","0"
"10","27","19","0","0","11","6","0","11","0","0"
"10","27","20","0","0","12","5","0","12","0","0"
"10","27","21","0","0","12","5","0","12","0","0"
"10","27","22","0","0","12","5","0","12","0","0"
"10","27","23","0","0","11","4","0","11","0","0"
"10","28","0","0","0","10","4","0","10","0","0"
"10","28","1","0","0","9","4","0","9","0","0"
"10","28","2","0","0","8","5","0","8","0","0"
"10","28","3","0","0","7","6","0","7","0","0"
"10","28","4","0","0","6","6","0","6","0","0"
"10","28","5","0","0","5","6","0","5","0","0"
"10","28","6","0","0","5","6","0","5","0","0"
"10","28","7","402","65","5","7","217.662","7.329","737.884","701.676"
"10","28","8","313","127","6","7","312.346","10.094","1121.955","1075.519"
"10","28","9","77","200","7","7","263.441","10.416","964.663","922.581"
"10","28","10","5","180","8","8","181.406","9.867","667.717","633.229"
"10","28","11","51","248","9","8","303.944","12.615","1104.849","1058.898"
"10","28","12","210","257","9","8","453.446","14.94","1629.287","1567.239"
"10","28","13","198","220","9","8","385.777","14.073","1388.568","1334.226"
"10","28","14","788","69","8","8","555.025","15.509","1942.65","1869.765"
"10","28","15","649","53","8","7","333.518","12.814","1119.807","1073.432"
"10","28","16","311","23","7","7","98.522","7.784","293.568","267.48"
"10","28","17","0","0","6","7","0","6","0","0"
"10","28","18","0","0","5","6","0","5","0","0"
"10","28","19","0","0","5","6","0","5","0","0"
"10","28","20","0","0","4","5","0","4","0","0"
"10","28","21","0","0","4","5","0","4","0","0"
"10","28","22","0","0","3","4","0","3","0","0"
"10","28","23","0","0","3","4","0","3","0","0"
"10","29","0","0","0","3","3","0","3","0","0"
"10","29","1","0","0","2","3","0","2","0","0"
"10","29","2","0","0","2","2","0","2","0","0"
"10","29","3","0","0","2","2","0","2","0","0"
"10","29","4","0","0","2","2","0","2","0","0"
"10","29","5","0","0","2","2","0","2","0","0"
"10","29","6","0","0","3","2","0","3","0","0"
"10","29","7","2","64","5","2","64.181","4.62","241.34","216.321"
"10","29","8","31","131","8","3","152.878","10.119","559.481","527.557"
"10","29","9","303","188","10","4","422.437","18.109","1488.032","1430.571"
"10","29","10","163","248","12","5","401.8","19.202","1415.872","1360.683"
"10","29","11","468","212","13","6","641.757","23.625","2214.86","2131.819"
"10","29","12","451","207","15","6","611.894","25.43","2092.784","2014.383"
"10","29","13","435","178","16","6","528.583","24.937","1805.694","1737.657"
"10","29","14","474","120","16","5","423.99","23.844","1435.693","1379.885"
"10","29","15","332","82","16","5","235.001","19.978","780.657","743.378"
"10","29","16","66","24","15","5","43.195","14.885","140.612","117.584"
"10","29","17","0","0","14","5","0","14","0","0"
"10","29","18","0","0","14","6","0","14","0","0"
"10","29","19","0","0","15","6","0","15","0","0"
"10","29","20","0","0","15","5","0","15","0","0"
"10","29","21","0","0","14","5","0","14","0","0"
"10","29","22","0","0","14","5","0","14","0","0"
"10","29","23","0","0","14","4","0","14","0","0"
"10","30","0","0","0","14","4","0","14","0","0"
"10","30","1","0","0","14","4","0","14","0","0"
"10","30","2","0","0","14","4","0","14","0","0"
"10","30","3","0","0","14","3","0","14","0","0"
"10","30","4","0","0","13","2","0","13","0","0"
"10","30","5","0","0","13","2","0","13","0","0"
"10","30","6","0","0","13","2","0","13","0","0"
"10","30","7","66","71","15","1","101.137","15.912","350.853","323.564"
"10","30","8","151","138","17","1","231.344","22.738","791.053","753.51"
"10","30","9","559","142","19","0","553.903","39.573","1754.892","1688.61"
"10","30","10","374","215","20","0","539.17","42.143","1698.091","1633.742"
"10","30","11","666","149","21","0","737.574","49.207","2240.026","2156.011"
"10","30","12","634","155","21","1","703.613","43.648","2198.375","2115.969"
"10","30","13","488","182","21","1","570.003","39.707","1811.302","1743.07"
"10","30","14","405","151","20","1","416.756","33.673","1349.585","1296.44"
"10","30","15","271","97","19","2","221.523","24.581","725.673","689.767"
"10","30","16","0","21","18","3","19.919","17.414","70.898","49.192"
"10","30","17","0","0","16","3","0","16","0","0"
"10","30","18","0","0","15","3","0","15","0","0"
"10","30","19","0","0","13","4","0","13","0","0"
"10","30","20","0","0","11","6","0","11","0","0"
"10","30","21","0","0","10","6","0","10","0","0"
"10","30","22","0","0","9","6","0","9","0","0"
"10","30","23","0","0","8","6","0","8","0","0"
"10","31","0","0","0","8","6","0","8","0","0"
"10","31","1","0","0","7","6","0","7","0","0"
"10","31","2","0","0","6","6","0","6","0","0"
"10","31","3","0","0","6","6","0","6","0","0"
"10","31","4","0","0","5","5","0","5","0","0"
"10","31","5","0","0","5","5","0","5","0","0"
"10","31","6","0","0","5","5","0","5","0","0"
"10","31","7","566","45","5","6","249.604","8.118","822.413","784.071"
"10","31","8","760","64","7","5","484.277","15.499","1672.921","1609.419"
"10","31","9","852","73","8","4","674.936","22.367","2317.295","2230.254"
"10","31","10","910","73","9","4","800.901","26.465","2718.37","2614.729"
"10","31","11","924","75","10","3","851.955","30.695","2839.419","2730.474"
"10","31","12","916","74","11","3","824.913","31.16","2740.511","2635.91"
"10","31","13","889","68","12","3","723.701","29.722","2407.983","2317.319"
"10","31","14","820","61","12","2","557.539","27.545","1841.681","1772.387"
"10","31","15","674","48","11","2","332.892","20.077","1075.316","1030.195"
"10","31","16","302","19","9","2","90.334","10.644","261.935","236.498"
"10","31","17","0","0","8","2","0","8","0","0"
"10","31","18","0","0","7","2","0","7","0","0"
"10","31","19","0","0","14","4","0","14","0","0"
"10","31","20","0","0","13","4","0","13","0","0"
"10","31","21","0","0","12","4","0","12","0","0"
"10","31","22","0","0","11","5","0","11","0","0"
"10","31","23","0","0","11","4","0","11","0","0"
"11","1","0","0","0","10","4","0","10","0","0"
"11","1","1","0","0","10","4","0","10","0","0"
"11","1","2","0","0","9","4","0","9","0","0"
"11","1","3","0","0","9","4","0","9","0","0"
"11","1","4","0","0","9","4","0","9","0","0"
"11","1","5","0","0","9","4","0","9","0","0"
"11","1","6","0","0","9","5","0","9","0","0"
"11","1","7","534","44","10","5","236.646","13.245","762.141","725.327"
"11","1","8","460","99","11","6","362.826","16.477","1256.784","1206.432"
"11","1","9","565","128","12","6","543.12","20.83","1882.045","1811.327"
"11","1","10","461","190","13","6","587.253","22.851","2030.593","1954.502"
"11","1","11","894","75","14","5","824.583","29.707","2760.971","2655.479"
"11","1","12","884","75","14","5","797.813","29.573","2670.485","2568.905"
"11","1","13","852","70","15","4","697.009","30.352","2311.735","2224.914"
"11","1","14","674","75","14","4","488.885","24.696","1639.006","1576.636"
"11","1","15","636","48","13","4","316.088","19.503","1023.475","979.792"
"11","1","16","272","18","11","4","83.846","11.952","243.621","218.556"
"11","1","17","0","0","10","4","0","10","0","0"
"11","1","18","0","0","9","3","0","9","0","0"
"11","1","19","0","0","8","3","0","8","0","0"
"11","1","20","0","0","8","3","0","8","0","0"
"11","1","21","0","0","7","3","0","7","0","0"
"11","1","22","0","0","7","3","0","7","0","0"
"11","1","23","0","0","7","3","0","7","0","0"
"11","2","0","0","0","6","3","0","6","0","0"
"11","2","1","0","0","6","2","0","6","0","0"
"11","2","2","0","0","6","2","0","6","0","0"
"11","2","3","0","0","6","2","0","6","0","0"
"11","2","4","0","0","7","2","0","7","0","0"
"11","2","5","0","0","7","2","0","7","0","0"
"11","2","6","0","0","7","2","0","7","0","0"
"11","2","7","0","46","9","2","44.416","8.118","164.761","141.264"
"11","2","8","19","122","10","2","131.782","11.757","479.385","449.287"
"11","2","9","109","194","11","2","287.457","17.376","1019.112","975.549"
"11","2","10","445","192","12","2","575.829","26.606","1956.211","1882.836"
"11","2","11","101","253","13","3","351.637","21.322","1228.151","1178.645"
"11","2","12","94","248","14","3","338.869","21.43","1182.745","1134.564"
"11","2","13","270","200","14","3","422.028","23.381","1453.602","1397.231"
"11","2","14","503","124","14","3","440.327","24.028","1487.108","1429.677"
"11","2","15","360","82","13","4","243.26","17.788","812.048","773.971"
"11","2","16","67","19","12","4","37.067","11.759","119.98","97.348"
"11","2","17","0","0","12","4","0","12","0","0"
"11","2","18","0","0","12","4","0","12","0","0"
"11","2","19","0","0","12","4","0","12","0","0"
"11","2","20","0","0","12","4","0","12","0","0"
"11","2","21","0","0","12","4","0","12","0","0"
"11","2","22","0","0","12","4","0","12","0","0"
"11","2","23","0","0","12","4","0","12","0","0"
"11","3","0","0","0","12","4","0","12","0","0"
"11","3","1","0","0","13","4","0","13","0","0"
"11","3","2","0","0","13","4","0","13","0","0"
