"PVWatts: Hourly PV Performance Data"
"Requested Location:","new york"
"Location:","Lat, Lng: 40.73, -74.02"
"Lat (deg N):","40.73"
"Lng (deg W):","74.02"
"Elev (m):","0"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","17","14","874","110","19","1","810.832","45.64","2503.977","2409.396"
"4","17","15","807","101","19","1","608.918","39.361","1911.277","1839.518"
"4","17","16","696","84","18","1","371.528","30.539","1151.146","1103.876"
"4","17","17","471","58","15","1","138.177","19.125","382.385","354.421"
"4","17","18","0","0","12","1","0","12","0","0"
"4","17","19","0","0","10","1","0","10","0","0"
"4","17","20","0","0","9","1","0","9","0","0"
"4","17","21","0","0","8","1","0","8","0","0"
"4","17","22","0","0","8","1","0","8","0","0"
"4","17","23","0","0","8","1","0","8","0","0"
"4","18","0","0","0","7","1","0","7","0","0"
"4","18","1","0","0","7","1","0","7","0","0"
"4","18","2","0","0","7","2","0","7","0","0"
"4","18","3","0","0","7","1","0","7","0","0"
"4","18","4","0","0","7","1","0","7","0","0"
"4","18","5","0","16","8","1","15.162","5.823","56.807","35.363"
"4","18","6","398","79","10","0","161.21","13.934","492.681","462.285"
"4","18","7","580","120","12","0","382.783","26.307","1238.437","1188.628"
"4","18","8","684","147","14","0","603.823","37.46","1924.942","1852.693"
"4","18","9","753","162","17","0","795.188","47.604","2434.202","2342.477"
"4","18","10","823","153","19","0","938.398","54.686","2773.43","2667.393"
"4","18","11","841","157","20","0","1009.076","58.313","2924.786","2812.019"
"4","18","12","838","159","21","0","1003.888","59.403","2891.994","2780.703"
"4","18","13","823","152","22","1","924.833","51.695","2777.393","2671.183"
"4","18","14","779","144","23","2","775.994","44.306","2413.917","2323.014"
"4","18","15","708","129","22","2","578.226","37.964","1830.787","1761.875"
"4","18","16","550","115","20","2","343.937","29.349","1084.601","1039.22"
"4","18","17","323","75","18","2","128.202","20.81","377.393","349.536"
"4","18","18","0","0","16","3","0","16","0","0"
"4","18","19","0","0","14","3","0","14","0","0"
"4","18","20","0","0","13","3","0","13","0","0"
"4","18","21","0","0","12","3","0","12","0","0"
"4","18","22","0","0","11","2","0","11","0","0"
"4","18","23","0","0","11","2","0","11","0","0"
"4","19","0","0","0","10","1","0","10","0","0"
"4","19","1","0","0","10","1","0","10","0","0"
"4","19","2","0","0","9","1","0","9","0","0"
"4","19","3","0","0","9","0","0","9","0","0"
"4","19","4","0","0","8","0","0","8","0","0"
"4","19","5","42","16","9","0","13.797","5.434","51.78","30.429"
"4","19","6","367","85","11","1","161.404","13.927","500.625","470.049"
"4","19","7","567","125","13","2","383.272","22.063","1267.215","1216.554"
"4","19","8","681","150","15","2","606.208","30.635","1999.01","1924.078"
"4","19","9","746","167","16","2","795.85","37.137","2570.565","2473.215"
"4","19","10","761","190","17","2","924.732","41.87","2924.517","2811.762"
"4","19","11","764","203","18","3","987.424","41.74","3126.365","3004.304"
"4","19","12","488","337","18","3","849.591","38.79","2730.441","2626.277"
"4","19","13","506","299","18","3","789.616","37.107","2557.833","2461.016"
"4","19","14","462","265","17","3","650.151","32.8","2145.645","2065.251"
"4","19","15","638","140","16","4","546.706","27.822","1820.637","1752.08"
"4","19","16","379","137","15","4","294.586","21.147","978.439","935.985"
"4","19","17","88","78","13","4","89.421","14.053","302.935","276.653"
"4","19","18","0","3","11","5","2.835","9.796","10.438","0"
"4","19","19","0","0","10","4","0","10","0","0"
"4","19","20","0","0","10","4","0","10","0","0"
"4","19","21","0","0","9","4","0","9","0","0"
"4","19","22","0","0","9","4","0","9","0","0"
"4","19","23","0","0","9","4","0","9","0","0"
"4","20","0","0","0","9","4","0","9","0","0"
"4","20","1","0","0","9","4","0","9","0","0"
"4","20","2","0","0","9","4","0","9","0","0"
"4","20","3","0","0","8","5","0","8","0","0"
"4","20","4","0","0","8","6","0","8","0","0"
"4","20","5","0","0","8","5","0","8","0","0"
"4","20","6","0","3","9","5","2.837","7.625","10.547","0"
"4","20","7","0","40","10","5","37.948","9.333","140.022","117.005"
"4","20","8","29","231","11","5","246.735","14.516","888.44","848.385"
"4","20","9","11","234","12","5","235.244","15.646","843.893","804.999"
"4","20","10","77","386","13","5","462.561","21.09","1618.77","1557.071"
"4","20","11","12","259","14","5","263.294","18.574","932.213","891.001"
"4","20","12","378","385","14","5","782.746","28.373","2647.347","2546.755"
"4","20","13","111","399","14","5","505.935","23.841","1747.926","1681.883"
"4","20","14","222","332","14","6","515.344","22.546","1788.111","1720.685"
"4","20","15","447","204","13","6","491.11","21.123","1694.586","1630.355"
"4","20","16","0","13","12","5","12.316","11.665","44.98","23.754"
"4","20","17","239","73","11","5","111.524","11.811","351.629","324.323"
"4","20","18","0","5","10","5","4.727","8.859","17.477","0"
"4","20","19","0","0","9","5","0","9","0","0"
"4","20","20","0","0","9","5","0","9","0","0"
"4","20","21","0","0","9","5","0","9","0","0"
"4","20","22","0","0","8","5","0","8","0","0"
"4","20","23","0","0","8","5","0","8","0","0"
"4","21","0","0","0","8","5","0","8","0","0"
"4","21","1","0","0","8","5","0","8","0","0"
"4","21","2","0","0","8","5","0","8","0","0"
"4","21","3","0","0","7","5","0","7","0","0"
"4","21","4","0","0","7","5","0","7","0","0"
"4","21","5","25","20","7","5","18.134","5.917","67.912","46.262"
"4","21","6","0","6","9","5","5.676","7.712","21.092","0.304"
"4","21","7","0","124","10","5","118.322","10.924","433.551","404.473"
"4","21","8","27","229","12","6","238.758","15.139","857.382","818.138"
"4","21","9","264","339","13","5","570.977","23.212","1975.687","1901.605"
"4","21","10","507","307","14","5","808.285","29.366","2719.84","2616.135"
"4","21","11","476","344","15","5","848.258","31.523","2825.794","2717.452"
"4","21","12","406","371","15","5","804.059","30.734","2688.766","2586.401"
"4","21","13","259","389","16","5","648.934","28.666","2191.052","2108.927"
"4","21","14","282","323","15","5","560.524","25.691","1915.853","1843.93"
"4","21","15","383","221","14","5","463.571","22.651","1590.43","1529.663"
"4","21","16","408","152","13","5","321.368","18.704","1080.539","1035.272"
"4","21","17","304","84","12","4","134.033","14.094","414.472","385.812"
"4","21","18","7","9","10","4","8.611","8.856","31.84","10.855"
"4","21","19","0","0","9","4","0","9","0","0"
"4","21","20","0","0","8","4","0","8","0","0"
"4","21","21","0","0","8","4","0","8","0","0"
"4","21","22","0","0","7","4","0","7","0","0"
"4","21","23","0","0","7","3","0","7","0","0"
"4","22","0","0","0","7","3","0","7","0","0"
"4","22","1","0","0","7","3","0","7","0","0"
"4","22","2","0","0","7","3","0","7","0","0"
"4","22","3","0","0","7","4","0","7","0","0"
"4","22","4","0","0","7","4","0","7","0","0"
"4","22","5","34","23","8","4","20.633","6.825","76.968","55.149"
"4","22","6","320","101","10","4","167.901","12.169","539.514","508.051"
"4","22","7","524","144","12","4","384.249","19.31","1293.765","1242.309"
"4","22","8","644","170","13","4","605.762","25.583","2048.864","1972.097"
"4","22","9","714","186","15","3","792.417","33.679","2604.339","2505.57"
"4","22","10","732","209","16","3","919.86","37.993","2966.867","2852.19"
"4","22","11","730","225","17","3","978.518","40.572","3116.682","2995.075"
"4","22","12","716","232","17","3","967.458","40.46","3083.121","2963.085"
"4","22","13","744","195","17","2","902.792","41.831","2855.209","2745.562"
"4","22","14","700","184","17","2","758.603","38.055","2437.216","2345.369"
"4","22","15","625","165","16","2","564.62","31.722","1847.486","1777.988"
"4","22","16","531","127","15","2","347.242","24.435","1125.024","1078.501"
"4","22","17","321","83","13","2","136.312","15.997","415.236","386.559"
"4","22","18","13","10","11","2","9.383","9.671","34.569","13.535"
"4","22","19","0","0","10","2","0","10","0","0"
"4","22","20","0","0","9","1","0","9","0","0"
"4","22","21","0","0","9","1","0","9","0","0"
"4","22","22","0","0","9","1","0","9","0","0"
"4","22","23","0","0","9","1","0","9","0","0"
"4","23","0","0","0","9","0","0","9","0","0"
"4","23","1","0","0","9","0","0","9","0","0"
"4","23","2","0","0","8","0","0","8","0","0"
"4","23","3","0","0","8","0","0","8","0","0"
"4","23","4","0","0","8","0","0","8","0","0"
"4","23","5","57","24","9","1","20.352","7.076","75.837","54.039"
"4","23","6","358","96","11","0","173.44","15.578","543.008","511.464"
"4","23","7","542","139","14","0","388.444","28.562","1251.629","1201.431"
"4","23","8","484","208","17","0","537.584","38.168","1714.128","1649.237"
"4","23","9","561","241","18","1","721.202","40.476","2292.388","2206.329"
"4","23","10","607","272","19","1","867.895","46.27","2683.472","2581.334"
"4","23","11","528","326","20","2","881.347","43.864","2760.358","2654.892"
"4","23","12","762","204","20","2","983.519","46.4","3039.946","2921.915"
"4","23","13","744","196","20","3","904.031","41.931","2857.689","2747.932"
"4","23","14","692","187","20","3","755.52","38.403","2423.207","2331.927"
"4","23","15","608","171","19","3","560.276","32.603","1826.165","1757.415"
"4","23","16","463","144","18","4","336.403","25.088","1093.669","1048.033"
"4","23","17","238","92","16","4","129.558","18.073","406.094","377.617"
"4","23","18","4","7","15","4","6.694","13.876","24.208","3.362"
"4","23","19","0","0","14","4","0","14","0","0"
"4","23","20","0","0","14","4","0","14","0","0"
"4","23","21","0","0","14","4","0","14","0","0"
"4","23","22","0","0","13","4","0","13","0","0"
"4","23","23","0","0","13","4","0","13","0","0"
"4","24","0","0","0","13","4","0","13","0","0"
"4","24","1","0","0","13","3","0","13","0","0"
"4","24","2","0","0","13","3","0","13","0","0"
"4","24","3","0","0","12","2","0","12","0","0"
"4","24","4","0","0","12","2","0","12","0","0"
"4","24","5","46","25","12","2","22.335","10.579","81.962","60.05"
"4","24","6","343","102","13","3","176.549","15.63","557.588","525.707"
"4","24","7","567","139","15","3","400.824","23.454","1322.709","1270.381"
"4","24","8","701","157","16","3","632.133","30.452","2088.431","2010.192"
"4","24","9","774","170","17","3","826.744","36.466","2679.985","2577.997"
"4","24","10","810","180","18","2","959.153","43.755","3004.365","2887.973"
"4","24","11","830","181","19","2","1026.864","46.729","3168.556","3044.501"
"4","24","12","836","175","20","2","1021.193","47.724","3134.554","3012.107"
"4","24","13","567","285","20","2","831.116","43.071","2612.242","2513.139"
"4","24","14","778","158","21","2","793.783","42.553","2492.286","2398.186"
"4","24","15","732","133","20","2","599.007","36.597","1910.499","1838.768"
"4","24","16","604","113","19","1","366","31.304","1142.319","1095.302"
"4","24","17","403","75","16","1","143.947","20.286","415.715","387.028"
"4","24","18","38","13","14","1","11.157","12.66","40.569","19.424"
"4","24","19","0","0","13","2","0","13","0","0"
"4","24","20","0","0","12","2","0","12","0","0"
"4","24","21","0","0","11","2","0","11","0","0"
"4","24","22","0","0","10","2","0","10","0","0"
"4","24","23","0","0","10","3","0","10","0","0"
"4","25","0","0","0","9","3","0","9","0","0"
"4","25","1","0","0","8","3","0","8","0","0"
"4","25","2","0","0","8","3","0","8","0","0"
"4","25","3","0","0","7","3","0","7","0","0"
"4","25","4","0","0","7","2","0","7","0","0"
"4","25","5","41","26","9","2","23.148","7.558","86.075","64.085"
"4","25","6","312","88","11","2","156.994","13.394","499.461","468.912"
"4","25","7","336","168","13","2","321.797","20.392","1091.243","1045.675"
"4","25","8","472","215","15","2","538.023","28.665","1798.135","1730.362"
"4","25","9","655","208","16","2","768.795","36.247","2495.641","2401.403"
"4","25","10","316","389","17","2","707.304","36.359","2300.507","2214.128"
"4","25","11","552","329","17","2","908.533","41.21","2884.462","2773.508"
"4","25","12","568","319","17","2","909.94","41.835","2879.672","2768.933"
"4","25","13","438","331","18","2","759.93","39.067","2437.861","2345.987"
"4","25","14","611","215","17","2","719.905","36.65","2330.063","2242.516"
"4","25","15","668","135","17","2","561.643","32.496","1828.885","1760.04"
"4","25","16","469","147","16","2","342.242","25.283","1112.287","1066.125"
"4","25","17","292","89","14","2","136.859","17.001","421.874","393.052"
"4","25","18","0","12","12","2","11.362","10.747","41.665","20.501"
"4","25","19","0","0","12","2","0","12","0","0"
"4","25","20","0","0","11","2","0","11","0","0"
"4","25","21","0","0","11","2","0","11","0","0"
"4","25","22","0","0","10","2","0","10","0","0"
"4","25","23","0","0","10","1","0","10","0","0"
"4","26","0","0","0","10","1","0","10","0","0"
"4","26","1","0","0","10","1","0","10","0","0"
"4","26","2","0","0","11","1","0","11","0","0"
"4","26","3","0","0","11","2","0","11","0","0"
"4","26","4","0","0","11","3","0","11","0","0"
"4","26","5","20","22","11","4","20.795","9.872","76.551","54.74"
"4","26","6","0","53","11","5","50.308","10.618","184.585","160.7"
"4","26","7","86","189","11","6","222.769","13.756","795.956","758.289"
"4","26","8","32","242","11","7","259.265","14.285","934.545","893.271"
"4","26","9","98","360","11","7","441.399","17.256","1571.103","1510.968"
"4","26","10","189","419","11","6","610.458","21.11","2136.013","2055.984"
"4","26","11","195","442","11","6","653.317","22.085","2276.041","2190.623"
"4","26","12","193","441","11","5","648.701","23.392","2246.244","2161.988"
"4","26","13","178","413","11","5","589.659","22.235","2052.354","1975.459"
"4","26","14","271","332","11","5","560.238","21.565","1952.415","1879.177"
"4","26","15","207","285","11","5","414.223","18.665","1454.997","1398.582"
"4","26","16","37","171","10","4","180.388","13.309","648.841","614.808"
"4","26","17","200","103","9","4","133.329","10.738","442.342","413.069"
"4","26","18","12","10","8","4","9.4","6.849","35.062","14.018"
"4","26","19","0","0","8","4","0","8","0","0"
"4","26","20","0","0","8","5","0","8","0","0"
"4","26","21","0","0","8","4","0","8","0","0"
"4","26","22","0","0","8","3","0","8","0","0"
"4","26","23","0","0","8","2","0","8","0","0"
"4","27","0","0","0","8","2","0","8","0","0"
"4","27","1","0","0","8","3","0","8","0","0"
"4","27","2","0","0","8","3","0","8","0","0"
"4","27","3","0","0","7","3","0","7","0","0"
"4","27","4","0","0","7","3","0","7","0","0"
"4","27","5","0","4","7","3","3.78","5.238","14.199","0"
"4","27","6","0","23","8","2","21.787","6.473","81.397","59.495"
"4","27","7","0","23","9","2","21.808","7.559","81.092","59.196"
"4","27","8","0","80","10","2","76.083","10.11","279.783","253.98"
"4","27","9","0","157","11","2","150.434","13.402","545.195","513.601"
"4","27","10","19","301","12","2","310.519","19.067","1096.916","1051.188"
"4","27","11","77","423","13","2","505.475","25.811","1730.586","1665.135"
"4","27","12","27","347","13","2","375.833","23.022","1303.66","1251.908"
"4","27","13","48","362","13","3","407.782","22.144","1420.138","1364.816"
"4","27","14","108","341","12","3","426.044","21.671","1485.516","1428.135"
"4","27","15","55","247","11","3","276.773","17.139","983.427","940.838"
"4","27","16","0","95","10","4","90.346","11","330.932","304.064"
"4","27","17","0","13","9","4","12.304","7.831","45.697","24.458"
"4","27","18","0","1","9","4","0.944","7.404","3.514","0"
"4","27","19","0","0","8","4","0","8","0","0"
"4","27","20","0","0","8","4","0","8","0","0"
"4","27","21","0","0","8","4","0","8","0","0"
"4","27","22","0","0","8","4","0","8","0","0"
"4","27","23","0","0","8","4","0","8","0","0"
"4","28","0","0","0","8","4","0","8","0","0"
"4","28","1","0","0","8","4","0","8","0","0"
"4","28","2","0","0","8","5","0","8","0","0"
"4","28","3","0","0","8","5","0","8","0","0"
"4","28","4","0","0","8","6","0","8","0","0"
"4","28","5","0","10","8","6","9.461","6.889","35.284","14.237"
"4","28","6","0","8","8","6","7.57","6.866","28.236","7.317"
"4","28","7","0","132","9","7","125.849","9.887","463.24","433.504"
"4","28","8","0","45","10","6","42.752","9.661","157.524","134.168"
"4","28","9","0","88","11","6","83.796","11.287","306.552","280.195"
"4","28","10","3","160","12","5","156.372","13.825","565.642","533.575"
"4","28","11","0","100","13","5","95.549","13.759","345.732","318.551"
"4","28","12","0","102","14","5","97.462","14.708","351.161","323.865"
"4","28","13","0","124","14","5","118.573","15.127","426.42","397.499"
"4","28","14","3","172","14","6","167.358","15.898","599.735","566.87"
"4","28","15","0","109","14","6","103.84","14.839","373.923","346.141"
"4","28","16","0","87","14","6","82.704","14.381","298.424","272.235"
"4","28","17","0","79","13","6","74.346","13.193","269.691","244.095"
"4","28","18","0","9","13","6","8.515","12.017","31.051","10.08"
"4","28","19","0","0","13","5","0","13","0","0"
"4","28","20","0","0","12","3","0","12","0","0"
"4","28","21","0","0","12","2","0","12","0","0"
"4","28","22","0","0","11","2","0","11","0","0"
"4","28","23","0","0","11","1","0","11","0","0"
"4","29","0","0","0","11","0","0","11","0","0"
"4","29","1","0","0","11","0","0","11","0","0"
"4","29","2","0","0","10","2","0","10","0","0"
"4","29","3","0","0","9","4","0","9","0","0"
"4","29","4","0","0","8","5","0","8","0","0"
"4","29","5","0","1","8","5","0.945","6.592","3.527","0"
"4","29","6","0","7","8","5","6.624","6.692","24.724","3.869"
"4","29","7","0","71","9","4","67.454","8.881","249.387","224.206"
"4","29","8","50","262","10","4","291.103","15.014","1045.347","1001.06"
"4","29","9","0","47","11","4","44.71","11.023","163.755","140.278"
"4","29","10","0","117","11","5","111.844","11.872","408.105","379.584"
"4","29","11","2","148","11","6","144.014","12.444","524.156","493.045"
"4","29","12","13","268","11","6","272.731","14.763","982.416","939.854"
"4","29","13","830","160","12","5","942.639","29.478","3169.204","3045.118"
"4","29","14","828","136","13","5","809.738","28.992","2718.79","2615.131"
"4","29","15","792","115","12","5","618.848","24.071","2095.579","2017.073"
"4","29","16","696","97","11","4","390.124","19.403","1282.099","1230.993"
"4","29","17","508","70","10","4","161.618","12.838","469.986","440.1"
"4","29","18","103","20","8","4","15.422","7.047","57.475","36.019"
"4","29","19","0","0","7","5","0","7","0","0"
"4","29","20","0","0","6","5","0","6","0","0"
"4","29","21","0","0","4","4","0","4","0","0"
"4","29","22","0","0","4","3","0","4","0","0"
"4","29","23","0","0","4","3","0","4","0","0"
"4","30","0","0","0","3","3","0","3","0","0"
"4","30","1","0","0","3","3","0","3","0","0"
"4","30","2","0","0","3","3","0","3","0","0"
"4","30","3","0","0","2","4","0","2","0","0"
"4","30","4","0","0","2","4","0","2","0","0"
"4","30","5","135","38","4","4","31.729","3.017","120.314","97.676"
"4","30","6","467","96","5","4","204.783","7.976","655.125","620.94"
"4","30","7","645","129","7","4","435.231","15.491","1489.573","1432.063"
"4","30","8","751","148","8","4","661.908","21.977","2277.292","2191.824"
"4","30","9","814","160","9","4","851.358","27.518","2882.953","2772.067"
"4","30","10","837","174","10","4","981.772","31.641","3267.42","3138.63"
"4","30","11","851","178","11","4","1046.879","34.234","3441.656","3304.3"
"4","30","12","854","174","11","4","1039.425","34.207","3417.498","3281.346"
"4","30","13","820","178","12","4","952.06","33.32","3141.905","3019.111"
"4","30","14","789","163","12","3","808.94","32","2677.577","2575.692"
"4","30","15","735","142","11","3","611.848","26.106","2054.725","1977.742"
"4","30","16","581","131","10","2","374.372","20.39","1236.696","1186.939"
"4","30","17","402","86","9","2","156.239","12.629","475.364","445.357"
"4","30","18","66","21","7","2","17.702","5.915","66.295","44.674"
"4","30","19","0","0","11","0","0","11","0","0"
"4","30","20","0","0","10","0","0","10","0","0"
"4","30","21","0","0","10","0","0","10","0","0"
"4","30","22","0","0","9","0","0","9","0","0"
"4","30","23","0","0","8","0","0","8","0","0"
"5","1","0","0","0","8","1","0","8","0","0"
"5","1","1","0","0","7","1","0","7","0","0"
"5","1","2","0","0","7","1","0","7","0","0"
"5","1","3","0","0","6","2","0","6","0","0"
"5","1","4","0","0","6","2","0","6","0","0"
"5","1","5","222","35","7","2","28.916","5.644","108.419","86.007"
"5","1","6","572","76","9","2","213.248","12.963","648.931","614.895"
"5","1","7","749","96","12","1","451.807","25.257","1470.32","1413.422"
"5","1","8","840","109","14","1","681.325","35.154","2198.727","2116.307"
"5","1","9","885","120","15","1","865.285","42.302","2723.624","2619.755"
"5","1","10","530","315","16","2","840.302","39.03","2696.664","2593.959"
"5","1","11","519","347","17","2","894.549","41.255","2839.452","2730.506"
"5","1","12","587","314","17","2","923.454","42.128","2918.111","2805.645"
"5","1","13","648","253","16","2","874.969","40.065","2792.51","2685.637"
"5","1","14","309","328","16","3","585.553","30.538","1955.68","1882.324"
"5","1","15","175","268","15","3","376.673","23.928","1292.167","1240.76"
"5","1","16","418","142","13","4","317.601","19.295","1064.707","1019.882"
"5","1","17","232","86","11","5","124.501","12.576","399.306","370.976"
"5","1","18","0","17","10","4","16.111","9.003","59.533","38.038"
"5","1","19","0","0","8","4","0","8","0","0"
"5","1","20","0","0","8","4","0","8","0","0"
"5","1","21","0","0","8","3","0","8","0","0"
"5","1","22","0","0","8","3","0","8","0","0"
"5","1","23","0","0","8","3","0","8","0","0"
"5","2","0","0","0","8","3","0","8","0","0"
"5","2","1","0","0","8","3","0","8","0","0"
"5","2","2","0","0","8","3","0","8","0","0"
"5","2","3","0","0","8","3","0","8","0","0"
"5","2","4","0","0","9","3","0","9","0","0"
"5","2","5","0","15","9","3","14.203","7.503","52.825","31.455"
"5","2","6","0","14","9","3","13.255","7.519","49.296","27.991"
"5","2","7","0","95","10","3","90.352","10.448","331.76","304.875"
"5","2","8","0","115","12","3","109.616","13.161","397.691","369.396"
"5","2","9","0","142","13","3","135.83","14.869","489.05","458.736"
"5","2","10","4","169","14","3","166.051","16.688","592.973","560.267"
"5","2","11","0","112","15","3","107.141","16.344","383.203","355.221"
"5","2","12","19","315","16","4","325.298","21.891","1134.316","1087.528"
"5","2","13","269","400","17","4","666.995","30.722","2229.962","2146.337"
"5","2","14","172","351","17","4","493.057","27.694","1670.627","1607.202"
"5","2","15","285","255","16","4","436.848","25.129","1486.083","1428.685"
"5","2","16","197","177","15","3","254.709","20.633","867.16","827.662"
"5","2","17","154","91","14","3","114.646","15.752","376.098","348.27"
"5","2","18","0","14","13","3","13.259","11.865","48.381","27.093"
"5","2","19","0","0","12","3","0","12","0","0"
"5","2","20","0","0","12","3","0","12","0","0"
"5","2","21","0","0","12","2","0","12","0","0"
"5","2","22","0","0","11","2","0","11","0","0"
"5","2","23","0","0","11","1","0","11","0","0"
"5","3","0","0","0","11","1","0","11","0","0"
"5","3","1","0","0","11","1","0","11","0","0"
"5","3","2","0","0","11","1","0","11","0","0"
"5","3","3","0","0","11","1","0","11","0","0"
"5","3","4","0","0","11","1","0","11","0","0"
"5","3","5","0","32","11","2","29.86","9.745","109.982","87.541"
"5","3","6","304","116","13","2","185.284","16.222","597.754","564.935"
"5","3","7","482","162","14","2","391.604","23.36","1304.601","1252.82"
"5","3","8","278","277","16","2","468.739","28.06","1577.308","1516.97"
"5","3","9","536","262","17","3","726.15","33.772","2387.566","2297.725"
"5","3","10","278","410","18","3","692.752","34.602","2272.966","2187.667"
"5","3","11","468","364","18","3","860.99","38.356","2773.258","2667.229"
"5","3","12","304","427","18","4","751.827","34.576","2467.515","2374.432"
"5","3","13","513","313","18","4","809.791","35.58","2643.381","2542.957"
"5","3","14","384","310","18","4","626.695","31.827","2079.367","2001.467"
"5","3","15","232","266","17","5","410.174","24.745","1399.705","1345.018"
"5","3","16","283","168","16","5","284.238","20.92","958.148","916.242"
"5","3","17","0","72","15","5","67.944","15.454","243.987","218.915"
"5","3","18","0","9","14","5","8.514","12.91","30.925","9.957"
"5","3","19","0","0","13","5","0","13","0","0"
"5","3","20","0","0","13","6","0","13","0","0"
"5","3","21","0","0","13","6","0","13","0","0"
"5","3","22","0","0","13","6","0","13","0","0"
"5","3","23","0","0","14","6","0","14","0","0"
"5","4","0","0","0","14","6","0","14","0","0"
"5","4","1","0","0","14","5","0","14","0","0"
"5","4","2","0","0","14","4","0","14","0","0"
"5","4","3","0","0","13","4","0","13","0","0"
"5","4","4","0","0","13","4","0","13","0","0"
"5","4","5","69","35","12","3","31.742","10.99","113.419","90.912"
"5","4","6","45","111","11","2","115.926","12.28","412.426","383.81"
"5","4","7","0","17","10","3","16.117","8.89","59.587","38.091"
"5","4","8","3","179","9","5","173.468","11.019","635.229","601.521"
"5","4","9","20","277","9","6","284.576","12.994","1033.007","989.061"
"5","4","10","0","128","9","6","122.476","10.274","450.059","420.616"
"5","4","11","15","284","10","5","290.523","14.508","1047.706","1003.354"
"5","4","12","0","81","10","5","77.276","10.59","283.57","257.689"
"5","4","13","11","244","11","4","245.778","15.038","884.209","844.266"
"5","4","14","0","114","11","4","108.744","12.354","395.945","367.688"
"5","4","15","0","120","11","4","114.386","12.179","416.811","388.1"
"5","4","16","0","69","10","4","65.544","10.088","241.049","216.036"
"5","4","17","0","14","9","4","13.252","7.797","49.228","27.923"
"5","4","18","0","2","8","4","1.889","6.415","7.06","0"
"5","4","19","0","0","7","5","0","7","0","0"
"5","4","20","0","0","7","5","0","7","0","0"
"5","4","21","0","0","6","5","0","6","0","0"
"5","4","22","0","0","6","5","0","6","0","0"
"5","4","23","0","0","6","5","0","6","0","0"
"5","5","0","0","0","6","5","0","6","0","0"
"5","5","1","0","0","6","5","0","6","0","0"
"5","5","2","0","0","6","5","0","6","0","0"
"5","5","3","0","0","6","5","0","6","0","0"
"5","5","4","0","0","6","5","0","6","0","0"
"5","5","5","83","38","6","5","33.204","5.198","120.661","98.016"
"5","5","6","619","68","8","5","221.196","10.979","674.983","640.318"
"5","5","7","788","80","10","5","458.678","17.969","1542.977","1483.754"
"5","5","8","860","93","11","5","679.75","23.679","2318.043","2230.972"
"5","5","9","900","104","12","5","863.955","28.614","2910.056","2797.953"
"5","5","10","929","108","13","5","995.79","32.455","3300.979","3170.561"
"5","5","11","350","408","13","5","780.22","28.507","2637.229","2537.067"
"5","5","12","403","387","14","5","815.533","29.844","2738.928","2634.396"
"5","5","13","403","354","14","5","749.595","28.625","2531.254","2435.544"
"5","5","14","882","109","14","5","822.581","29.931","2749.254","2644.272"
"5","5","15","835","97","14","4","629.611","27.984","2092.447","2014.058"
"5","5","16","753","81","13","4","401.621","21.668","1303.24","1251.5"
"5","5","17","584","61","12","3","170.574","15.496","479.541","449.44"
"5","5","18","207","24","10","3","18.568","9.103","68.581","46.919"
"5","5","19","0","0","8","3","0","8","0","0"
"5","5","20","0","0","7","2","0","7","0","0"
"5","5","21","0","0","7","2","0","7","0","0"
"5","5","22","0","0","7","1","0","7","0","0"
"5","5","23","0","0","6","1","0","6","0","0"
"5","6","0","0","0","6","1","0","6","0","0"
"5","6","1","0","0","6","1","0","6","0","0"
"5","6","2","0","0","5","2","0","5","0","0"
"5","6","3","0","0","5","2","0","5","0","0"
"5","6","4","0","0","5","2","0","5","0","0"
"5","6","5","40","38","7","2","34.149","5.793","125.746","103.004"
"5","6","6","526","88","9","2","218.279","13.122","678.477","643.728"
"5","6","7","455","159","11","2","377.533","20.118","1278.667","1227.664"
"5","6","8","499","217","14","2","563.15","28.521","1885.026","1814.202"
"5","6","9","692","201","15","2","797.684","36.093","2592.121","2493.866"
"5","6","10","857","150","16","3","977.959","39.317","3133.631","3011.227"
"5","6","11","405","383","16","3","817.029","36.101","2661.422","2560.229"
"5","6","12","471","364","16","3","859.405","36.682","2791.343","2684.521"
"5","6","13","521","315","16","4","818.894","34.034","2693.559","2590.988"
"5","6","14","145","357","16","4","476.886","26.668","1624.068","1562.194"
"5","6","15","448","230","16","5","518.648","25.604","1755.235","1688.941"
"5","6","16","425","147","15","6","326.553","20.247","1091.502","1045.927"
"5","6","17","231","92","13","6","130.936","14.517","419.41","390.642"
"5","6","18","20","24","12","5","22.306","11.261","81.611","59.705"
"5","6","19","0","0","12","5","0","12","0","0"
"5","6","20","0","0","11","4","0","11","0","0"
"5","6","21","0","0","11","4","0","11","0","0"
"5","6","22","0","0","10","4","0","10","0","0"
"5","6","23","0","0","10","3","0","10","0","0"
"5","7","0","0","0","10","3","0","10","0","0"
"5","7","1","0","0","9","2","0","9","0","0"
